Nom,Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Authentique corps de ferme aux portes de rostrenen: un paradis rural à saisir !,https://www.etreproprio.com/immobilier-23182102-vente-authentique-corps-de-ferme-aux-portes-de-rostrenen-un-paradis-rural-a-saisir-rostrenen,334000.0,Rostrenen 22110,226.0,40 100,7.0,1478.0
"Rostrenen, maison de maître à vendre",https://www.etreproprio.com/immobilier-20666489-vente-rostrenen-maison-de-maitre-a-vendre-rostrenen,235000.0,Rostrenen 22110,252.0,554,10.0,933.0
Maison de caractère 252 m² – 6 chambres – jardin – coeur de rostrenen,https://www.etreproprio.com/immobilier-21401780-vente-maison-de-caractere-252-m-6-chambres-jardin-coeur-de-rostrenen-rostrenen,236000.0,Rostrenen 22110,252.0,663,10.0,937.0
Maison 152m² à rostrenen,https://www.etreproprio.com/immobilier-23025936-vente-maison-152m-a-rostrenen-rostrenen,680000.0,Rostrenen 22110,152.0,291 946,6.0,4474.0
Maison 156m² à rostrenen,https://www.etreproprio.com/immobilier-22626980-vente-maison-156m-a-rostrenen-rostrenen,680000.0,Rostrenen 22110,156.0,290 000,6.0,4359.0
"Rostrenen, maison à vendre",https://www.etreproprio.com/immobilier-22763142-vente-rostrenen-maison-a-vendre-rostrenen,84800.0,Rostrenen 22110,130.0,354,7.0,652.0
Maison 38m² à rouillac,https://www.etreproprio.com/immobilier-22606784-vente-maison-38m-a-rouillac-rouillac,54000.0,Rouillac 22250,38.0,1 680,3.0,1421.0
Maison ruca,https://www.etreproprio.com/immobilier-23837639-vente-maison-ruca-ruca,441000.0,Ruca 22550,167.0,2 988,4.0,2641.0
Maison 162m² à ruca,https://www.etreproprio.com/immobilier-23768454-vente-maison-162m-a-ruca-ruca,282000.0,Ruca 22550,162.0,1 632,6.0,1741.0
Au calme sans vis-a-vis,https://www.etreproprio.com/immobilier-23456625-vente-au-calme-sans-vis-a-vis-ruca,242000.0,Ruca 22550,110.0,2 665,6.0,2200.0
A vendre ruca,https://www.etreproprio.com/immobilier-23399043-vente-a-vendre-ruca-ruca,175750.0,Ruca 22550,105.0,908,3.0,1674.0
Maison en pierres à ruca,https://www.etreproprio.com/immobilier-22754963-vente-maison-en-pierres-a-ruca-ruca,251520.0,Ruca 22550,122.0,4 000,5.0,2062.0
Maison ruca,https://www.etreproprio.com/immobilier-22687361-vente-maison-ruca-ruca,252000.0,Ruca 22550,115.0,4 800,4.0,2191.0
Maison ruca,https://www.etreproprio.com/immobilier-22687362-vente-maison-ruca-ruca,283500.0,Ruca 22550,162.0,1 632,7.0,1750.0
Maison plain-pied - runan,https://www.etreproprio.com/immobilier-23029782-vente-maison-plain-pied-runan-runan,124900.0,Runan 22260,50.0,,1.0,2498.0
Maison  avec vie de plain pied. rostrenen 7 pièce(s) 113 m2,https://www.etreproprio.com/immobilier-22934885-vente-maison-avec-vie-de-plain-pied-rostrenen-7-pieces-113-m2-rostrenen,168200.0,Rostrenen 22110,113.0,1 071,7.0,1488.0
Maison 100m² à rostrenen,https://www.etreproprio.com/immobilier-21956094-vente-maison-100m-a-rostrenen-rostrenen,229000.0,Rostrenen 22110,100.0,7 230,4.0,2290.0
Maison rostrenen 6 pièce(s) 150 m2,https://www.etreproprio.com/immobilier-22890907-vente-maison-rostrenen-6-pieces-150-m2-rostrenen,157200.0,Rostrenen 22110,154.0,495,6.0,1021.0
"Cotes d'armor, proche glomel, manoir avec 2 gîtes et 4 hectares de terrain",https://www.etreproprio.com/immobilier-22653267-vente-cotes-d-armor-proche-glomel-manoir-avec-2-gites-et-4-hectares-de-terrain-rostrenen,453500.0,Rostrenen 22110,274.0,41 711,10.0,1655.0
"Rostrenen, maison à vendre",https://www.etreproprio.com/immobilier-20608050-vente-rostrenen-maison-a-vendre-rostrenen,156000.0,Rostrenen 22110,173.0,415,10.0,902.0
"Rostrenen, maison en pierre à vendre",https://www.etreproprio.com/immobilier-22408227-vente-rostrenen-maison-en-pierre-a-vendre-rostrenen,86000.0,Rostrenen 22110,96.0,474,5.0,896.0
Maison de ville avec jardin et garage,https://www.etreproprio.com/immobilier-22373892-vente-maison-de-ville-avec-jardin-et-garage-rostrenen,86900.0,Rostrenen 22110,96.0,484,4.0,905.0
"Côtes d'armor, rostrenen, maison individuelle à finir avec bâtiment attenant",https://www.etreproprio.com/immobilier-21327216-vente-cotes-d-armor-rostrenen-maison-individuelle-a-finir-avec-batiment-attenant-rostrenen,99500.0,Rostrenen 22110,106.0,867,3.0,939.0
Maison 173 m3 4 chambres,https://www.etreproprio.com/immobilier-22043237-vente-maison-173-m3-4-chambres-rostrenen,164304.0,Rostrenen 22110,173.0,415,10.0,950.0
Maison 91 m2 divisée avec rentabilité immédiate à rostrenen,https://www.etreproprio.com/immobilier-21862041-vente-maison-91-m2-divisee-avec-rentabilite-immediate-a-rostrenen-rostrenen,171000.0,Rostrenen 22110,92.0,667,4.0,1859.0
"Maison 5 pièces, 104m2, rostrenen (22110)",https://www.etreproprio.com/immobilier-20443102-vente-maison-5-pieces-104m2-rostrenen-22110-rostrenen,113000.0,Rostrenen 22110,104.0,768,5.0,1087.0
Maison 218m² à saint-agathon,https://www.etreproprio.com/immobilier-23490852-vente-maison-218m-a-saint-agathon-saint-agathon,499000.0,Saint-Agathon 22200,218.0,2 622,9.0,2289.0
Maison 207m² à saint-agathon,https://www.etreproprio.com/immobilier-23017365-vente-maison-207m-a-saint-agathon-saint-agathon,246900.0,Saint-Agathon 22200,207.0,2 955,11.0,1193.0
Rare sur le marché - dpt côtes-d'armor (22) - à vendre saint-agathon - maison t6 de 160 m² avec studio indépendant- 4 chambres -,https://www.etreproprio.com/immobilier-22748755-vente-rare-sur-le-marche-dpt-cotes-d-armor-22-a-vendre-saint-agathon-maison-t6-de-160-m-avec-studio-independant-4-chambres-saint-agathon,295000.0,Saint-Agathon 22200,156.0,1 343,6.0,1891.0
Maison - saint-agathon,https://www.etreproprio.com/immobilier-22447114-vente-maison-saint-agathon-saint-agathon,213900.0,Saint-Agathon 22200,80.0,1 600,4.0,2674.0
Maison - saint-agathon,https://www.etreproprio.com/immobilier-22447113-vente-maison-saint-agathon-saint-agathon,176900.0,Saint-Agathon 22200,80.0,980,4.0,2211.0
Maison 115m² à saint-alban,https://www.etreproprio.com/immobilier-22388960-vente-maison-115m-a-saint-alban-saint-alban,370000.0,Saint-Alban 22400,115.0,462,5.0,3217.0
Maison 74m² à saint-alban,https://www.etreproprio.com/immobilier-23821483-vente-maison-74m-a-saint-alban-saint-alban,213000.0,Saint-Alban 22400,74.0,1 600,3.0,2878.0
Le confort d'aujourd'hui à quelques minutes de la plage du val andré,https://www.etreproprio.com/immobilier-23799878-vente-le-confort-d-aujourd-hui-a-quelques-minutes-de-la-plage-du-val-andre-saint-alban,399900.0,Saint-Alban 22400,127.0,449,6.0,3149.0
Maison plain-pied saint alban 4 pièce(s) 73.90 m2,https://www.etreproprio.com/immobilier-23796891-vente-maison-plain-pied-saint-alban-4-pieces-7390-m2-saint-alban,215250.0,Saint-Alban 22400,74.0,1 600,4.0,2909.0
Saint-alban terrain constructible + maison de plain-pied,https://www.etreproprio.com/immobilier-23752412-vente-saint-alban-terrain-constructible-maison-de-plain-pied-saint-alban,263500.0,Saint-Alban 22400,56.0,1 571,3.0,4705.0
Le confort d'aujourd'hui à quelques minutes de la plage du val andré,https://www.etreproprio.com/immobilier-23747787-vente-le-confort-d-aujourd-hui-a-quelques-minutes-de-la-plage-du-val-andre-saint-alban,399900.0,Saint-Alban 22400,126.0,449,6.0,3174.0
Maison en pierres st alban,https://www.etreproprio.com/immobilier-20466898-vente-maison-en-pierres-st-alban-saint-alban,178500.0,Saint-Alban 22400,105.0,837,5.0,1700.0
Saint-aban: maison  7 pièce(s),https://www.etreproprio.com/immobilier-23512805-vente-saint-aban-maison-7-pieces-saint-alban,367500.0,Saint-Alban 22400,123.0,447,7.0,2988.0
Maison saint alban 5 pièce(s) 112 m2,https://www.etreproprio.com/immobilier-23508053-vente-maison-saint-alban-5-pieces-112-m2-saint-alban,397500.0,Saint-Alban 22400,112.0,440,5.0,3549.0
Maison 135m² à saint-alban,https://www.etreproprio.com/immobilier-20314487-vente-maison-135m-a-saint-alban-saint-alban,230560.0,Saint-Alban 22400,135.0,2 100,6.0,1708.0
Maison 108m² à saint-alban,https://www.etreproprio.com/immobilier-22595505-vente-maison-108m-a-saint-alban-saint-alban,239000.0,Saint-Alban 22400,108.0,600,7.0,2213.0
"St alban 22400. a 10 minutes de pléneuf val andré, longère de 135 m2 habitable",https://www.etreproprio.com/immobilier-22735802-vente-st-alban-22400-a-10-minutes-de-pleneuf-val-andre-longere-de-135-m2-habitable-saint-alban,228800.0,Saint-Alban 22400,135.0,2 100,5.0,1695.0
Maison 114m² à saint-alban,https://www.etreproprio.com/immobilier-23306346-vente-maison-114m-a-saint-alban-saint-alban,228700.0,Saint-Alban 22400,114.0,935,5.0,2006.0
Maison 113m² à saint-alban,https://www.etreproprio.com/immobilier-21814656-vente-maison-113m-a-saint-alban-saint-alban,199000.0,Saint-Alban 22400,113.0,8 780,5.0,1761.0
Maison en pierres proche de la mer rénovée en 1999,https://www.etreproprio.com/immobilier-23224966-vente-maison-en-pierres-proche-de-la-mer-renovee-en-1999-saint-alban,190000.0,Saint-Alban 22400,83.0,1 221,5.0,2289.0
Maison saint alban 7 pièce(s) 176 m2,https://www.etreproprio.com/immobilier-20568622-vente-maison-saint-alban-7-pieces-176-m2-saint-alban,332800.0,Saint-Alban 22400,176.0,1 936,7.0,1891.0
Saint-alban : maison 4 pièces 82 m2,https://www.etreproprio.com/immobilier-22862677-vente-saint-alban-maison-4-pieces-82-m2-saint-alban,242650.0,Saint-Alban 22400,82.0,518,4.0,2959.0
Maison à vendre 7 pièces saint alban (22),https://www.etreproprio.com/immobilier-22076197-vente-maison-a-vendre-7-pieces-saint-alban-22-saint-alban,269500.0,Saint-Alban 22400,122.0,1 341,7.0,2209.0
Superbe propriété contemporaine située à saint-alban proche pleneuf val andre,https://www.etreproprio.com/immobilier-22498219-vente-superbe-propriete-contemporaine-situee-a-saint-alban-proche-pleneuf-val-andre-saint-alban,735000.0,Saint-Alban 22400,150.0,,5.0,4900.0
Longère  3 pièce(s),https://www.etreproprio.com/immobilier-20591890-vente-longere-3-pieces-saint-alban,132965.0,Saint-Alban 22400,80.0,900,3.0,1662.0
Maison 175m² à saint-andre-des-eaux,https://www.etreproprio.com/immobilier-23409176-vente-maison-175m-a-saint-andre-des-eaux-saint-andre-des-eaux,180000.0,Saint-Andre-Des-Eaux 22630,175.0,1 273,7.0,1029.0
Maison 87m² à saint-barnabe,https://www.etreproprio.com/immobilier-22412176-vente-maison-87m-a-saint-barnabe-saint-barnabe,90000.0,Saint-Barnabe 22600,87.0,522,6.0,1034.0
"Maison à vendre à saint-barnabé, 230 m², 3 chambres",https://www.etreproprio.com/immobilier-23284634-vente-maison-a-vendre-a-saint-barnabe-230-m-3-chambres-saint-barnabe,270000.0,Saint-Barnabe 22600,230.0,,6.0,1174.0
"Maison familiale à vendre dans la campagne paisible de saint-barnabé (22600), à proximité de loudéac",https://www.etreproprio.com/immobilier-22525092-vente-maison-familiale-a-vendre-dans-la-campagne-paisible-de-saint-barnabe-22600-a-proximite-de-loudeac-saint-barnabe,179000.0,Saint-Barnabe 22600,120.0,5 389,5.0,1492.0
Belle contemporaine à st alban,https://www.etreproprio.com/immobilier-21394747-vente-belle-contemporaine-a-st-alban-saint-alban,497800.0,Saint-Alban 22400,182.0,921,8.0,2735.0
"Belle maison familiale de 5 chambres, d'environ 130 m2 habitables sur 7795 m2 de terrain",https://www.etreproprio.com/immobilier-23770844-vente-belle-maison-familiale-de-5-chambres-d-environ-130-m2-habitables-sur-7795-m2-de-terrain-saint-bihy,257580.0,Saint-Bihy 22800,130.0,7 795,6.0,1981.0
Maison  7 pièce(s) 147 m2,https://www.etreproprio.com/immobilier-23540317-vente-maison-7-pieces-147-m2-saint-bihy,299520.0,Saint-Bihy 22800,147.0,,7.0,2038.0
Maison pleine de charme avec 2 logements,https://www.etreproprio.com/immobilier-23033589-vente-maison-pleine-de-charme-avec-2-logements-saint-bihy,177140.0,Saint-Bihy 22800,137.0,,6.0,1293.0
Maison d'habitation avec potentiel commercial,https://www.etreproprio.com/immobilier-23650163-vente-maison-d-habitation-avec-potentiel-commercial-saint-brandan,189900.0,Saint-Brandan 22800,270.0,787,5.0,703.0
Maison saint brandan 6 pièce(s) 110 m2,https://www.etreproprio.com/immobilier-23588533-vente-maison-saint-brandan-6-pieces-110-m2-saint-brandan,163525.0,Saint-Brandan 22800,110.0,700,6.0,1487.0
Propriété en pierre sur un parc aboré a saint-brandan  réf : 2025117,https://www.etreproprio.com/immobilier-23549826-vente-propriete-en-pierre-sur-un-parc-abore-a-saint-brandan-ref-2025117-saint-brandan,674700.0,Saint-Brandan 22800,275.0,18 320,9.0,2453.0
Maison saint brandan 7 pièce(s) 131 m2,https://www.etreproprio.com/immobilier-23531081-vente-maison-saint-brandan-7-pieces-131-m2-saint-brandan,192400.0,Saint-Brandan 22800,131.0,1 000,7.0,1469.0
Maison 54m² à saint-brandan,https://www.etreproprio.com/immobilier-23446509-vente-maison-54m-a-saint-brandan-saint-brandan,125000.0,Saint-Brandan 22800,54.0,611,3.0,2315.0
Exclusivité - corps de ferme - saint brandan,https://www.etreproprio.com/immobilier-23372599-vente-exclusivite-corps-de-ferme-saint-brandan-saint-brandan,241500.0,Saint-Brandan 22800,67.0,7 023,3.0,3604.0
Maison  6 pièce(s) 95 m2 4chambres,https://www.etreproprio.com/immobilier-23237651-vente-maison-6-pieces-95-m2-4chambres-saint-brandan,177650.0,Saint-Brandan 22800,95.0,730,6.0,1870.0
Maison 3 chambres + hangar,https://www.etreproprio.com/immobilier-22783691-vente-maison-3-chambres-hangar-saint-brandan,126800.0,Saint-Brandan 22800,76.0,1 680,5.0,1668.0
Propriété équestre - 16 hectares,https://www.etreproprio.com/immobilier-21262625-vente-propriete-equestre-16-hectares-saint-brandan,755550.0,Saint-Brandan 22800,210.0,160 458,12.0,3598.0
Saint brieuc plateau central,https://www.etreproprio.com/immobilier-23901678-vente-saint-brieuc-plateau-central-saint-brieuc,215250.0,Saint-Brieuc 22000,80.0,268,5.0,2691.0
Maison saint brieuc 6 pièce(s) 130 m2,https://www.etreproprio.com/immobilier-23902372-vente-maison-saint-brieuc-6-pieces-130-m2-saint-brieuc,282000.0,Saint-Brieuc 22000,127.0,666,6.0,2220.0
Maison de 6 pièces de 112 m² située à saint-brieuc,https://www.etreproprio.com/immobilier-23897070-vente-maison-de-6-pieces-de-112-m-situee-a-saint-brieuc-saint-brieuc,194500.0,Saint-Brieuc 22000,112.0,112,6.0,1737.0
Maison 3 chambres,https://www.etreproprio.com/immobilier-23357834-vente-maison-3-chambres-saint-brieuc,250000.0,Saint-Brieuc 22000,81.0,108,5.0,3086.0
Maison 5 pièces - 3 chambres - garage - jardin - terrasse,https://www.etreproprio.com/immobilier-23782806-vente-maison-5-pieces-3-chambres-garage-jardin-terrasse-saint-brieuc,180000.0,Saint-Brieuc 22000,82.0,267,5.0,2195.0
Maison 198m² à saint-brieuc,https://www.etreproprio.com/immobilier-23890419-vente-maison-198m-a-saint-brieuc-saint-brieuc,425001.0,Saint-Brieuc 22000,198.0,150,11.0,2146.0
Saint-brieuc - une belle opportunité pour cette charmante ma,https://www.etreproprio.com/immobilier-23895664-vente-saint-brieuc-une-belle-opportunite-pour-cette-charmante-ma-saint-brieuc,262250.0,Saint-Brieuc 22000,148.0,800,7.0,1772.0
Maison 80m² à saint-brieuc,https://www.etreproprio.com/immobilier-23893229-vente-maison-80m-a-saint-brieuc-saint-brieuc,207500.0,Saint-Brieuc 22000,80.0,268,5.0,2594.0
Maison de plain pied / secteur saint brieuc / deux chambres,https://www.etreproprio.com/immobilier-23888002-vente-maison-de-plain-pied-secteur-saint-brieuc-deux-chambres-saint-brieuc,172425.0,Saint-Brieuc 22000,73.0,298,3.0,2362.0
Jolie maison sur le secteur de robien,https://www.etreproprio.com/immobilier-23632685-vente-jolie-maison-sur-le-secteur-de-robien-saint-brieuc,221800.0,Saint-Brieuc 22000,93.0,,6.0,2385.0
Maison 211m² à saint-brieuc,https://www.etreproprio.com/immobilier-23882637-vente-maison-211m-a-saint-brieuc-saint-brieuc,322000.0,Saint-Brieuc 22000,211.0,729,9.0,1526.0
Maison 155m² à saint-brieuc,https://www.etreproprio.com/immobilier-23877962-vente-maison-155m-a-saint-brieuc-saint-brieuc,279880.0,Saint-Brieuc 22000,155.0,300,6.0,1806.0
Exclusivite - maison,https://www.etreproprio.com/immobilier-23887601-vente-exclusivite-maison-saint-brieuc,186025.0,Saint-Brieuc 22000,110.0,176,6.0,1691.0
"Coup de coeur saint-brieuc ! le charme des années 30, cachet et volume en coeur de ville",https://www.etreproprio.com/immobilier-23873301-vente-coup-de-coeur-saint-brieuc-le-charme-des-annees-30-cachet-et-volume-en-coeur-de-ville-saint-brieuc,263250.0,Saint-Brieuc 22000,142.0,365,7.0,1854.0
"Coup de coeur saint-brieuc ! le charme des années 30, cachet et volume en coeur de ville",https://www.etreproprio.com/immobilier-23875090-vente-coup-de-coeur-saint-brieuc-le-charme-des-annees-30-cachet-et-volume-en-coeur-de-ville-saint-brieuc,263250.0,Saint-Brieuc 22000,142.0,365,7.0,1854.0
Saint-brieuc - charmante maison de style avec 5 chambres !,https://www.etreproprio.com/immobilier-23855678-vente-saint-brieuc-charmante-maison-de-style-avec-5-chambres-saint-brieuc,159003.0,Saint-Brieuc 22000,130.0,278,8.0,1223.0
Vente maison saint-brieuc(22000) 193 700ï¿œ,https://www.etreproprio.com/immobilier-23852164-vente-vente-maison-saint-brieuc22000-193-700i-oe-saint-brieuc,193700.0,Saint-Brieuc 22000,123.0,196,5.0,1575.0
Maison en pierre - sans mitoyenneté - proche toutes commodités et gare tgv,https://www.etreproprio.com/immobilier-23851197-vente-maison-en-pierre-sans-mitoyennete-proche-toutes-commodites-et-gare-tgv-saint-brieuc,,,,,,
Maison 90m² à saint-brieuc,https://www.etreproprio.com/immobilier-23850631-vente-maison-90m-a-saint-brieuc-saint-brieuc,176900.0,Saint-Brieuc 22000,90.0,275,4.0,1966.0
"Maison de ville rénovée, 216m2 de terrain",https://www.etreproprio.com/immobilier-23587623-vente-maison-de-ville-renovee-216m2-de-terrain-saint-brieuc,300000.0,Saint-Brieuc 22000,150.0,216,5.0,2000.0
Maison 117m² à saint-caradec,https://www.etreproprio.com/immobilier-23891512-vente-maison-117m-a-saint-caradec-saint-caradec,136500.0,Saint-Caradec 22600,117.0,256,6.0,1167.0
Maison 91m² à saint-caradec,https://www.etreproprio.com/immobilier-23741517-vente-maison-91m-a-saint-caradec-saint-caradec,110000.0,Saint-Caradec 22600,91.0,833,6.0,1209.0
Maison 68m² à saint-caradec,https://www.etreproprio.com/immobilier-23558404-vente-maison-68m-a-saint-caradec-saint-caradec,,,,,,
Maison 277m² à saint-caradec,https://www.etreproprio.com/immobilier-23479266-vente-maison-277m-a-saint-caradec-saint-caradec,361800.0,Saint-Caradec 22600,277.0,5 347,11.0,1306.0
Maison 91m² à saint-caradec,https://www.etreproprio.com/immobilier-22917879-vente-maison-91m-a-saint-caradec-saint-caradec,112980.0,Saint-Caradec 22600,91.0,833,5.0,1242.0
Maison 113m² à saint-caradec,https://www.etreproprio.com/immobilier-22578312-vente-maison-113m-a-saint-caradec-saint-caradec,81000.0,Saint-Caradec 22600,113.0,423,6.0,717.0
